spring	medium	high	7.80	 6.30	136.6670	 3.734	  154.444	  35.556	 175.333	 2.700	9.37844
autumn	medium	medium	7.60	 9.20	 64.7780	 6.164	  720.000	  21.778	 242.500	54.200	4.25566
summer	medium	medium	7.50	 9.20	 61.5570	 7.035	  558.333	  24.500	 257.333	19.500	-43.58141
autumn	medium	low	7.50	 8.60	 57.5000	 7.368	  577.000	  67.300	 254.444	22.000	29.27601
spring	medium	low	7.70	 4.80	 88.9090	 1.714	  669.091	  38.182	 205.182	 2.800	28.5055
spring	medium	low	7.90	 7.20	 55.2500	 2.235	   89.375	  17.500	 141.500	17.000	16.51863
spring	medium	high	8.06	 2.20	 39.0000	 2.085	  773.125	  90.750	 163.250	26.000	21.9197
autumn	medium	high	8.50	 7.50	  9.3000	 1.557	  260.000	   9.600	  18.100	 3.900	41.1868
autumn	medium	medium	8.20	10.40	 63.3000	 0.389	  217.143	  24.333	 114.000	 2.700	20.53247
winter	medium	medium	8.00	 4.80	 58.7670	 0.308	   93.750	  33.375	 110.875	 2.700	12.31559
autumn	medium	high	8.70	10.80	  1.1180	 0.534	   26.364	  14.818	  20.900	 1.400	50.7634
spring	medium	high	8.40	11.20	  0.5000	 0.320	   10.000	  21.600	  27.600	 0.600	31.60379
winter	medium	low	8.50	 8.30	 36.5830	 5.632	  440.833	 149.000	 266.364	19.827	-3.14085
autumn	medium	low	8.30	 8.80	 64.7680	 6.272	  357.167	 219.000	 302.500	 8.267	10.11673
autumn	medium	medium	8.40	10.80	 47.3040	 7.773	  258.909	 145.091	 223.044	13.360	-1.26256
autumn	medium	high	7.90	11.90	 11.8620	 2.209	  128.636	  48.091	  69.079	 2.755	8.69508
autumn	medium	medium	9.13	12.00	 30.4960	 4.971	   99.600	  64.600	 146.265	54.130	-16.28307
autumn	medium	high	7.40	11.40	 12.0310	 1.621	  176.800	  36.300	  58.599	36.100	45.20484
summer	medium	medium	8.30	 8.90	271.5000	 6.315	  375.000	 169.000	 313.500	 2.800	-11.44424
winter	medium	medium	8.20	10.40	 41.0000	 5.160	  410.000	  38.000	  61.000	 6.000	45.82408
summer	medium	medium	8.20	11.20	 36.0000	 4.400	   32.500	 108.000	 155.500	 3.000	47.82684
spring	medium	low	8.17	 6.30	 37.3000	 0.527	   82.000	  62.000	 133.100	 1.400	27.66097
autumn	medium	low	8.33	10.60	 36.1560	 1.137	  119.444	  92.889	 112.855	10.500	20.42351
spring	medium	medium	8.50	 6.70	 45.6090	 4.411	  160.000	  88.364	 180.364	32.833	25.67791
autumn	medium	medium	8.10	 9.10	 47.2670	 9.367	  169.091	  75.000	 127.778	 3.667	2.65154
winter	medium	high	8.20	11.90	 12.2500	 2.348	  121.875	  14.000	  27.500	 4.600	27.48049
summer	medium	high	8.10	 9.40	 11.0000	 2.251	   48.750	  17.375	  66.875	 2.500	24.26983
summer	medium	low	7.80	 7.90	 87.0000	12.130	  652.500	  93.250	 209.000	 6.000	12.83211
spring	medium	high	8.26	 5.00	 44.8180	 0.526	   97.273	 105.455	 181.636	20.600	4.85178
summer	medium	high	8.11	 6.60	 49.8570	 0.993	  194.280	  77.000	 197.571	13.000	12.82172
summer	medium	high	7.87	 1.80	 49.2500	 0.611	  357.125	 128.250	 185.125	 4.500	-5.39904
winter	medium	high	7.20	10.10	 49.5000	 3.955	   55.000	  18.000	 138.000	49.000	34.8688
spring	medium	high	7.80	 8.30	 51.5000	 2.098	   30.200	  24.600	 184.400	31.300	6.98682
winter	medium	medium	7.90	11.30	 82.5000	 6.283	  300.000	  12.333	  53.333	13.700	6.58848
summer	medium	medium	8.00	 8.80	176.2500	 0.618	  440.000	  16.250	  79.250	 3.500	28.61718
winter	large	low	7.70	 9.30	 66.0000	 3.560	  310.000	  37.000	  89.167	17.350	16.02303
autumn	large	low	8.10	 9.07	 71.3900	 2.904	 1768.800	  27.600	 123.060	41.540	35.91009
winter	large	low	8.70	 5.40	 48.0000	 1.139	  144.286	  36.714	  66.833	22.017	-7.10609
summer	large	low	7.90	 5.30	 48.0000	 0.513	  138.333	  61.333	  89.167	 4.000	26.3061
autumn	large	low	8.70	12.20	 32.2300	 1.887	  233.500	  17.500	  66.167	39.333	37.76395
winter	large	low	8.60	 6.50	 43.0000	 0.668	   95.000	  10.500	  74.667	63.500	25.10155
spring	large	high	7.40	 7.30	 19.0000	 4.390	  120.000	  74.857	 166.286	 5.300	-15.94531
summer	large	high	7.80	10.40	 22.5000	 4.720	  178.750	 116.500	 201.000	 2.700	-10.63233
winter	large	low	8.50	 9.80	 70.2500	 1.644	  285.000	  68.714	 132.000	16.028	9.27764
spring	large	low	7.98	 5.60	 47.0600	 3.088	  357.000	 311.400	 342.300	18.530	23.84799
summer	large	low	7.95	 7.20	 57.2860	 3.746	  425.714	 291.143	 330.000	 4.714	-14.38116
spring	large	medium	7.96	 5.50	131.3640	 3.313	  810.900	 311.455	 349.818	20.470	-6.72415
autumn	large	medium	8.03	 7.83	 83.0230	 4.065	 1222.810	 240.545	 269.091	 6.809	-1.19169
winter	large	medium	8.35	 2.75	 97.7330	 3.681	  137.444	  91.000	 155.556	 2.744	22.74905
summer	large	medium	8.15	10.40	189.5670	 5.011	  162.944	 135.778	 219.278	 2.859	25.39891
winter	large	high	8.50	10.10	  3.0000	 0.851	   37.778	  10.778	  23.889	 0.500	22.01554
winter	large	medium	8.50	11.40	  3.0000	 0.774	   10.909	   3.727	   8.091	 3.600	4.33323
spring	large	medium	8.50	 8.50	  4.0250	 0.825	   23.636	   5.583	  31.091	 2.400	20.6867
autumn	large	medium	8.40	11.43	  4.9660	 0.969	   24.111	   6.000	  18.167	 2.133	51.36193
spring	large	high	8.20	 9.90	  6.4000	 0.553	   21.429	  12.000	  76.286	 1.300	36.79989
autumn	large	high	8.00	10.98	  9.7000	 0.874	   67.700	  26.600	  51.034	 2.200	23.99683
autumn	large	low	8.30	 8.90	 42.0580	 5.922	  116.727	 150.583	 220.723	 6.700	7.11989
spring	large	low	8.70	 6.80	 16.8890	 2.139	   30.000	  37.111	  85.444	23.033	16.24958
winter	large	medium	8.60	10.40	 15.1820	 2.502	  140.909	  31.909	  77.700	15.318	5.61236
summer	large	medium	8.00	 9.10	 15.3750	 2.118	   43.750	  48.875	  86.500	 8.125	41.58183
summer	large	medium	8.20	 9.50	 17.8750	 2.363	   63.750	  44.000	  77.000	 8.463	16.4107
spring	large	medium	8.50	 9.60	 16.5450	 3.849	  103.273	  34.273	  63.400	14.682	-8.42118
spring	large	medium	8.04	 9.30	130.2630	 3.776	  131.008	  97.500	 152.966	 6.150	23.41367
autumn	large	medium	7.95	 9.10	 76.8860	 3.461	   93.827	  68.333	 146.049	 3.950	-1.45892
summer	small	high	7.25	 9.54	 32.1775	 0.642	   85.000	  14.600	  19.450	 0.460	56.35637
autumn	small	high	7.64	10.30	 34.2350	 2.942	   41.430	  17.000	  41.567	 7.430	25.75265
winter	small	high	7.92	 8.50	 10.8670	 1.715	  199.540	   3.222	  27.200	 1.900	48.18129
spring	small	high	7.62	 9.40	 11.0550	 1.510	   13.560	   4.000	  12.650	 1.456	28.52508
summer	medium	high	7.75	10.70	 15.5000	 3.976	   57.640	  10.500	  43.169	 3.120	20.45504
winter	small	high	7.08	 8.40	  9.4500	 1.572	   26.540	   4.000	  13.600	 0.675	58.53181
summer	small	high	6.92	11.10	  9.1000	 0.630	   21.000	   5.000	  89.167	 2.460	29.43744
winter	small	high	8.10	 9.80	 14.3400	 0.730	   22.500	  23.000	  45.500	 0.850	55.80338
spring	small	high	7.20	11.30	  8.9700	 0.230	  134.500	  13.000	  19.000	 4.500	27.29515
spring	large	medium	8.61	10.10	  3.5180	 0.663	   12.220	   3.222	   7.000	 1.300	28.29993
summer	large	medium	8.22	 9.50	  2.3000	 0.672	    9.870	   4.000	   6.123	 0.800	31.86998
winter	large	medium	8.53	10.50	  3.0000	 0.758	   10.350	   4.100	  89.167	 4.000	31.21158
summer	large	medium	8.40	10.00	  3.5100	 0.866	   29.650	   5.800	  15.000	 2.860	38.74195
winter	large	high	8.10	10.90	  9.0560	 0.825	   41.000	  20.000	  58.000	 4.500	20.71463
summer	medium	high	8.12	10.20	  7.6130	 0.699	   33.560	  28.034	  49.658	 2.200	18.34913
winter	large	low	8.43	10.80	 35.6420	 6.225	  134.000	 103.500	  89.167	45.375	-0.84452
winter	large	low	8.70	11.70	 21.4656	 3.765	   91.450	  38.000	  83.000	17.000	28.248
summer	large	low	8.10	 8.20	 26.5400	 2.805	   42.750	  48.500	  88.125	13.980	16.22983
autumn	large	low	8.35	11.10	 22.5600	 3.140	   76.200	  41.000	  98.665	17.456	41.11756
